land,year,metric_type,value,country_code
Cameroon,2010,Permanent crops (% of total land area),3.2,CMR
Cameroon,2010,Forest cover (% of total land area),44.2,CMR
Cameroon,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),35.01,CMR
Cameroon,2019,Land area (thousand hectares),47271.0,CMR
Cameroon,2019,Arable land (thousand hectares),6200.0,CMR
Cameroon,2019,Permanent crops (thousand hectares),1550.0,CMR
Cameroon,2019,Forest cover (thousand hectares),20396.0,CMR
Cameroon,2019,Arable land (% of total land area),13.1,CMR
Cameroon,2019,Permanent crops (% of total land area),3.3,CMR
Cameroon,2019,Forest cover (% of total land area),43.1,CMR
Cameroon,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),35.48,CMR
Cameroon,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),35.48,CMR
Canada,2005,Land area (thousand hectares),896559.0,CAN
Canada,2005,Arable land (thousand hectares),39616.0,CAN
Canada,2005,Permanent crops (thousand hectares),165.0,CAN
Canada,2005,Forest cover (thousand hectares),347562.0,CAN
Canada,2005,Arable land (% of total land area),4.4,CAN
Canada,2005,Permanent crops (% of total land area),0.0,CAN
Canada,2005,Forest cover (% of total land area),38.8,CAN
Canada,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),22.74,CAN
Canada,2010,Land area (thousand hectares),896559.0,CAN
Canada,2010,Arable land (thousand hectares),37687.0,CAN
Canada,2010,Permanent crops (thousand hectares),177.0,CAN
Canada,2010,Forest cover (thousand hectares),347322.0,CAN
Canada,2010,Arable land (% of total land area),4.2,CAN
Canada,2010,Permanent crops (% of total land area),0.0,CAN
Canada,2010,Forest cover (% of total land area),38.7,CAN
Canada,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),26.99,CAN
Canada,2019,Land area (thousand hectares),896559.0,CAN
Canada,2019,Arable land (thousand hectares),38648.0,CAN
Canada,2019,Permanent crops (thousand hectares),167.0,CAN
Canada,2019,Forest cover (thousand hectares),346965.0,CAN
Canada,2019,Arable land (% of total land area),4.3,CAN
Canada,2019,Permanent crops (% of total land area),0.0,CAN
Canada,2019,Forest cover (% of total land area),38.7,CAN
Canada,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),29.95,CAN
Canada,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),30.0,CAN
Cayman Islands,2005,Land area (thousand hectares),24.0,CYM
Cayman Islands,2005,Arable land (thousand hectares),0.0,CYM
Cayman Islands,2005,Permanent crops (thousand hectares),1.0,CYM
Cayman Islands,2005,Forest cover (thousand hectares),13.0,CYM
Cayman Islands,2005,Arable land (% of total land area),0.8,CYM
Cayman Islands,2005,Permanent crops (% of total land area),2.1,CYM
Cayman Islands,2005,Forest cover (% of total land area),53.4,CYM
Cayman Islands,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),31.62,CYM
Cayman Islands,2010,Land area (thousand hectares),24.0,CYM
Cayman Islands,2010,Arable land (thousand hectares),0.0,CYM
Cayman Islands,2010,Permanent crops (thousand hectares),1.0,CYM
Cayman Islands,2010,Forest cover (thousand hectares),13.0,CYM
Cayman Islands,2010,Arable land (% of total land area),0.8,CYM
Cayman Islands,2010,Permanent crops (% of total land area),2.1,CYM
Cayman Islands,2010,Forest cover (% of total land area),53.0,CYM
Cayman Islands,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),31.66,CYM
Cayman Islands,2019,Land area (thousand hectares),24.0,CYM
Cayman Islands,2019,Arable land (thousand hectares),0.0,CYM
Cayman Islands,2019,Permanent crops (thousand hectares),1.0,CYM
Cayman Islands,2019,Forest cover (thousand hectares),13.0,CYM
Cayman Islands,2019,Arable land (% of total land area),0.8,CYM
Cayman Islands,2019,Permanent crops (% of total land area),2.1,CYM
Cayman Islands,2019,Forest cover (% of total land area),53.0,CYM
Cayman Islands,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),32.49,CYM
Cayman Islands,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),32.49,CYM
Central African Republic,2005,Land area (thousand hectares),62298.0,CAF
Central African Republic,2005,Arable land (thousand hectares),1930.0,CAF
Central African Republic,2005,Permanent crops (thousand hectares),85.0,CAF
Central African Republic,2005,Forest cover (thousand hectares),22753.0,CAF
Central African Republic,2005,Arable land (% of total land area),3.1,CAF
Central African Republic,2005,Permanent crops (% of total land area),0.1,CAF
Central African Republic,2005,Forest cover (% of total land area),36.5,CAF
Central African Republic,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),74.24,CAF
Central African Republic,2010,Land area (thousand hectares),62298.0,CAF
Central African Republic,2010,Arable land (thousand hectares),1800.0,CAF
Central African Republic,2010,Permanent crops (thousand hectares),80.0,CAF
Central African Republic,2010,Forest cover (thousand hectares),22603.0,CAF
Central African Republic,2010,Arable land (% of total land area),2.9,CAF
Central African Republic,2010,Permanent crops (% of total land area),0.1,CAF
Central African Republic,2010,Forest cover (% of total land area),36.3,CAF
Central African Republic,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),74.24,CAF
Central African Republic,2019,Land area (thousand hectares),62298.0,CAF
Central African Republic,2019,Arable land (thousand hectares),1800.0,CAF
Central African Republic,2019,Permanent crops (thousand hectares),80.0,CAF
Central African Republic,2019,Forest cover (thousand hectares),22333.0,CAF
Central African Republic,2019,Arable land (% of total land area),2.9,CAF
Central African Republic,2019,Permanent crops (% of total land area),0.1,CAF
Central African Republic,2019,Forest cover (% of total land area),35.8,CAF
Central African Republic,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),74.24,CAF
Central African Republic,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),74.24,CAF
Chad,2005,Land area (thousand hectares),125920.0,TCD
Chad,2005,Arable land (thousand hectares),3900.0,TCD
Chad,2005,Permanent crops (thousand hectares),30.0,TCD
Chad,2005,Forest cover (thousand hectares),5942.0,TCD
Chad,2005,Arable land (% of total land area),3.1,TCD
Chad,2005,Permanent crops (% of total land area),0.0,TCD
Chad,2005,Forest cover (% of total land area),4.7,TCD
Chad,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),67.31,TCD
Chad,2010,Land area (thousand hectares),125920.0,TCD
Chad,2010,Arable land (thousand hectares),4200.0,TCD
Chad,2010,Permanent crops (thousand hectares),35.0,TCD
Chad,2010,Forest cover (thousand hectares),5530.0,TCD
Chad,2010,Arable land (% of total land area),3.3,TCD
Chad,2010,Permanent crops (% of total land area),0.0,TCD
Chad,2010,Forest cover (% of total land area),4.4,TCD
Chad,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),67.31,TCD
Chad,2019,Land area (thousand hectares),125920.0,TCD
Chad,2019,Arable land (thousand hectares),5200.0,TCD
Chad,2019,Permanent crops (thousand hectares),38.0,TCD
Chad,2019,Forest cover (thousand hectares),4422.0,TCD
Chad,2019,Arable land (% of total land area),4.1,TCD
Chad,2019,Permanent crops (% of total land area),0.0,TCD
Chad,2019,Forest cover (% of total land area),3.5,TCD
Chad,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),67.31,TCD
Chad,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),67.31,TCD
Channel Islands,2005,Land area (thousand hectares),20.0,
Channel Islands,2005,Arable land (thousand hectares),4.0,
Channel Islands,2005,Forest cover (thousand hectares),1.0,
Channel Islands,2005,Arable land (% of total land area),19.2,
Channel Islands,2005,Forest cover (% of total land area),4.7,
Channel Islands,2010,Land area (thousand hectares),20.0,
Channel Islands,2010,Arable land (thousand hectares),4.0,
Channel Islands,2010,Forest cover (thousand hectares),1.0,
Channel Islands,2010,Arable land (% of total land area),21.8,
Channel Islands,2010,Forest cover (% of total land area),5.2,
Channel Islands,2019,Land area (thousand hectares),20.0,
Channel Islands,2019,Arable land (thousand hectares),4.0,
Channel Islands,2019,Forest cover (thousand hectares),1.0,
Channel Islands,2019,Arable land (% of total land area),18.3,
Channel Islands,2019,Forest cover (% of total land area),5.2,
Chile,2005,Land area (thousand hectares),74353.0,CHL
Chile,2005,Arable land (thousand hectares),1450.0,CHL
Chile,2005,Permanent crops (thousand hectares),435.0,CHL
Chile,2005,Forest cover (thousand hectares),16271.0,CHL
Chile,2005,Arable land (% of total land area),2.0,CHL
Chile,2005,Permanent crops (% of total land area),0.6,CHL
Chile,2005,Forest cover (% of total land area),21.9,CHL
Chile,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),24.85,CHL
Chile,2010,Land area (thousand hectares),74353.0,CHL
Chile,2010,Arable land (thousand hectares),1271.0,CHL
Chile,2010,Permanent crops (thousand hectares),457.0,CHL
Chile,2010,Forest cover (thousand hectares),16725.0,CHL
Chile,2010,Arable land (% of total land area),1.7,CHL
Chile,2010,Permanent crops (% of total land area),0.6,CHL
Chile,2010,Forest cover (% of total land area),22.5,CHL
Chile,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),26.93,CHL
Chile,2019,Land area (thousand hectares),74353.0,CHL
Chile,2019,Arable land (thousand hectares),1168.0,CHL
Chile,2019,Permanent crops (thousand hectares),488.0,CHL
Chile,2019,Forest cover (thousand hectares),18088.0,CHL
Chile,2019,Arable land (% of total land area),1.6,CHL
Chile,2019,Permanent crops (% of total land area),0.7,CHL
Chile,2019,Forest cover (% of total land area),24.3,CHL
Chile,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),31.84,CHL
Chile,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),32.49,CHL
China,2005,Land area (thousand hectares),942470.0,CHN
China,2005,Arable land (thousand hectares),121267.0,CHN
China,2005,Permanent crops (thousand hectares),12581.0,CHN
China,2005,Forest cover (thousand hectares),188805.0,CHN
China,2005,Arable land (% of total land area),12.9,CHN
China,2005,Permanent crops (% of total land area),1.3,CHN
China,2005,Forest cover (% of total land area),20.0,CHN
China,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),6.41,CHN
China,2010,Land area (thousand hectares),942470.0,CHN
China,2010,Arable land (thousand hectares),121370.0,CHN
China,2010,Permanent crops (thousand hectares),14716.0,CHN
China,2010,Forest cover (thousand hectares),200610.0,CHN
China,2010,Arable land (% of total land area),12.9,CHN
China,2010,Permanent crops (% of total land area),1.6,CHN
China,2010,Forest cover (% of total land area),21.3,CHN
China,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),8.59,CHN
China,2019,Land area (thousand hectares),942470.0,CHN
China,2019,Arable land (thousand hectares),119474.0,CHN
China,2019,Permanent crops (thousand hectares),16201.0,CHN
China,2019,Forest cover (thousand hectares),218099.0,CHN
China,2019,Arable land (% of total land area),12.7,CHN
China,2019,Permanent crops (% of total land area),1.7,CHN
China,2019,Forest cover (% of total land area),23.1,CHN
China,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),10.07,CHN
China,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),10.07,CHN
"China, Hong Kong SAR",2005,Land area (thousand hectares),105.0,CHN
"China, Hong Kong SAR",2005,Arable land (thousand hectares),5.0,CHN
"China, Hong Kong SAR",2005,Permanent crops (thousand hectares),1.0,CHN
"China, Hong Kong SAR",2005,Arable land (% of total land area),4.8,CHN
"China, Hong Kong SAR",2005,Permanent crops (% of total land area),1.0,CHN
"China, Hong Kong SAR",2005,Important sites for terrestrial biodiversity protected (% of total sites protected),48.93,CHN
"China, Hong Kong SAR",2010,Land area (thousand hectares),105.0,CHN
"China, Hong Kong SAR",2010,Arable land (thousand hectares),4.0,CHN
"China, Hong Kong SAR",2010,Permanent crops (thousand hectares),1.0,CHN
"China, Hong Kong SAR",2010,Arable land (% of total land area),3.3,CHN
"China, Hong Kong SAR",2010,Permanent crops (% of total land area),1.0,CHN
"China, Hong Kong SAR",2010,Important sites for terrestrial biodiversity protected (% of total sites protected),48.93,CHN
"China, Hong Kong SAR",2019,Land area (thousand hectares),105.0,CHN
"China, Hong Kong SAR",2019,Arable land (thousand hectares),3.0,CHN
"China, Hong Kong SAR",2019,Permanent crops (thousand hectares),1.0,CHN
"China, Hong Kong SAR",2019,Arable land (% of total land area),2.9,CHN
"China, Hong Kong SAR",2019,Permanent crops (% of total land area),1.0,CHN
"China, Hong Kong SAR",2019,Important sites for terrestrial biodiversity protected (% of total sites protected),48.93,CHN
"China, Hong Kong SAR",2021,Important sites for terrestrial biodiversity protected (% of total sites protected),48.93,CHN
"China, Macao SAR",2005,Land area (thousand hectares),3.0,CHN
"China, Macao SAR",2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0,CHN
"China, Macao SAR",2010,Land area (thousand hectares),3.0,CHN
"China, Macao SAR",2010,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0,CHN
"China, Macao SAR",2019,Land area (thousand hectares),3.0,CHN
"China, Macao SAR",2019,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0,CHN
"China, Macao SAR",2021,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0,CHN
Christmas Island,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),62.89,
Christmas Island,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),62.89,
Christmas Island,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),62.89,
Cocos (Keeling) Islands,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),100.0,
Cocos (Keeling) Islands,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),100.0,
Cocos (Keeling) Islands,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),100.0,
Colombia,2005,Land area (thousand hectares),110950.0,COL
Colombia,2005,Arable land (thousand hectares),2026.0,COL
Colombia,2005,Permanent crops (thousand hectares),1587.0,COL
Colombia,2005,Forest cover (thousand hectares),61772.0,COL
Colombia,2005,Arable land (% of total land area),1.8,COL
Colombia,2005,Permanent crops (% of total land area),1.4,COL
Colombia,2005,Forest cover (% of total land area),55.7,COL
Colombia,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),25.45,COL
Colombia,2010,Land area (thousand hectares),110950.0,COL
Colombia,2010,Arable land (thousand hectares),1763.0,COL
Colombia,2010,Permanent crops (thousand hectares),1590.0,COL
Colombia,2010,Forest cover (thousand hectares),60808.0,COL
Colombia,2010,Arable land (% of total land area),1.6,COL
