country,country_code,series,seriescode,measure,period,D1,D2,D3,data,footnoteref
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018NOV ,,,,               782,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018DEC ,,,,               827,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018YEAR,,,,               684,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018JAN ,,,,               593,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018FEB ,,,,               787,
Tunisia,788,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018MAR ,,,,               592,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021JAN ,,,,              1329,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021FEB ,,,,              1305,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021MAR ,,,,              1796,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021APR ,,,,              1531,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021MAY ,,,,              1646,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021JUN ,,,,              1315,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020MAR ,,,,              1231,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020APR ,,,,              1043,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020MAY ,,,,              1202,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020JUN ,,,,              1345,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020JUL ,,,,              1512,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020AUG ,,,,              1324,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020SEP ,,,,              1257,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020OCT ,,,,              1231,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020NOV ,,,,              1309,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020DEC ,,,,              1514,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019JAN ,,,,              1049,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019MAR ,,,,              1348,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019FEB ,,,,              1246,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019YEAR,,,,              1384,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019APR ,,,,              1348,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018APR ,,,,              1541,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018MAY ,,,,              1612,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018JUN ,,,,              1456,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018JUL ,,,,              1276,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018AUG ,,,,              1295,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018SEP ,,,,              1369,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018OCT ,,,,              1398,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018NOV ,,,,              1498,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018DEC ,,,,              1303,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018YEAR,,,,              1384,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018JAN ,,,,              1423,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018FEB ,,,,              1147,
Tunisia,788,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018MAR ,,,,              1297,
